species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,culmen_length_in,culmen_depth_in,flipper_length_in,body_mass_lb
Adelie,Torgersen,34.4,18.4,184.0,3325.0,FEMALE,1.35433144,0.7244098399999999,7.2440983999999995,7.3303615
Adelie,Torgersen,46.0,21.5,194.0,4200.0,MALE,1.8110245999999999,0.84645715,7.6377994,9.259404
Adelie,Biscoe,37.8,18.3,174.0,3400.0,FEMALE,1.48818978,0.72047283,6.850397399999999,7.4957080000000005
Adelie,Biscoe,37.7,18.7,180.0,3600.0,MALE,1.48425277,0.7362208699999999,7.086618,7.936632
Adelie,Biscoe,35.9,19.2,189.0,3800.0,FEMALE,1.4133865899999998,0.7559059199999999,7.4409488999999995,8.377556
Adelie,Biscoe,38.2,18.1,185.0,3950.0,MALE,1.50393782,0.71259881,7.2834685,8.708249
Adelie,Biscoe,38.8,17.2,180.0,3800.0,MALE,1.5275598799999999,0.67716572,7.086618,8.377556
Adelie,Biscoe,35.3,18.9,187.0,3800.0,FEMALE,1.3897645299999999,0.74409489,7.3622087,8.377556
Adelie,Biscoe,40.6,18.6,183.0,3550.0,MALE,1.59842606,0.73228386,7.204728299999999,7.826401
Adelie,Biscoe,40.5,17.9,187.0,3200.0,FEMALE,1.59448905,0.7047247899999999,7.3622087,7.054784
Adelie,Biscoe,37.9,18.6,172.0,3150.0,FEMALE,1.49212679,0.73228386,6.7716572,6.944553
Adelie,Biscoe,40.5,18.9,180.0,3950.0,MALE,1.59448905,0.74409489,7.086618,8.708249
Adelie,Dream,39.5,16.7,178.0,3250.0,FEMALE,1.55511895,0.65748067,7.007877799999999,7.165015
Adelie,Dream,37.2,18.1,178.0,3900.0,MALE,1.46456772,0.71259881,7.007877799999999,8.598018
Adelie,Dream,39.5,17.8,188.0,3300.0,FEMALE,1.55511895,0.70078778,7.401578799999999,7.275246
Adelie,Dream,40.9,18.9,184.0,3900.0,MALE,1.6102370899999998,0.74409489,7.2440983999999995,8.598018
Adelie,Dream,36.4,17.0,195.0,3325.0,FEMALE,1.4330716399999999,0.6692916999999999,7.6771695,7.3303615
Adelie,Dream,39.2,21.1,196.0,4150.0,MALE,1.54330792,0.83070911,7.7165396,9.149173
Adelie,Dream,38.8,20.0,190.0,3950.0,MALE,1.5275598799999999,0.7874019999999999,7.480319,8.708249
Adelie,Dream,42.2,18.5,180.0,3550.0,FEMALE,1.66141822,0.72834685,7.086618,7.826401
Adelie,Dream,37.6,19.3,181.0,3300.0,FEMALE,1.48031576,0.75984293,7.1259881,7.275246
Adelie,Dream,39.8,19.1,184.0,4650.0,MALE,1.5669299799999998,0.75196891,7.2440983999999995,10.251483
Adelie,Dream,36.5,18.0,182.0,3150.0,FEMALE,1.4370086499999999,0.7086618,7.1653582,6.944553
Adelie,Dream,40.8,18.4,195.0,3900.0,MALE,1.6063000799999998,0.7244098399999999,7.6771695,8.598018
Adelie,Dream,36.0,18.5,186.0,3100.0,FEMALE,1.4173236,0.72834685,7.3228386,6.834322
Adelie,Dream,44.1,19.7,196.0,4400.0,MALE,1.73622141,0.77559097,7.7165396,9.700328
Adelie,Dream,37.0,16.9,185.0,3000.0,FEMALE,1.4566937,0.6653546899999999,7.2834685,6.61386
Adelie,Dream,39.6,18.8,190.0,4600.0,MALE,1.55905596,0.74015788,7.480319,10.141252
Adelie,Dream,41.1,19.0,182.0,3425.0,MALE,1.61811111,0.7480319,7.1653582,7.5508235
Adelie,Dream,37.5,18.9,179.0,2975.0,,1.4763787499999999,0.74409489,7.0472478999999995,6.5587445
Adelie,Dream,36.0,17.9,190.0,3450.0,FEMALE,1.4173236,0.7047247899999999,7.480319,7.605939
Adelie,Dream,42.3,21.2,191.0,4150.0,MALE,1.6653552299999999,0.8346461199999999,7.5196891,9.149173
Adelie,Biscoe,39.6,17.7,186.0,3500.0,FEMALE,1.55905596,0.69685077,7.3228386,7.71617
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE,1.57874101,0.74409489,7.401578799999999,9.479866
Adelie,Biscoe,35.0,17.9,190.0,3450.0,FEMALE,1.3779534999999998,0.7047247899999999,7.480319,7.605939
Adelie,Biscoe,42.0,19.5,200.0,4050.0,MALE,1.6535442,0.76771695,7.87402,8.928711
Adelie,Biscoe,34.5,18.1,187.0,2900.0,FEMALE,1.35826845,0.71259881,7.3622087,6.393398
Adelie,Biscoe,41.4,18.6,191.0,3700.0,MALE,1.62992214,0.73228386,7.5196891,8.157094
Adelie,Biscoe,39.0,17.5,186.0,3550.0,FEMALE,1.5354339,0.6889767499999999,7.3228386,7.826401
Adelie,Biscoe,40.6,18.8,193.0,3800.0,MALE,1.59842606,0.74015788,7.598429299999999,8.377556
Adelie,Biscoe,36.5,16.6,181.0,2850.0,FEMALE,1.4370086499999999,0.65354366,7.1259881,6.283167
Adelie,Biscoe,37.6,19.1,194.0,3750.0,MALE,1.48031576,0.75196891,7.6377994,8.267325
Adelie,Biscoe,35.7,16.9,185.0,3150.0,FEMALE,1.40551257,0.6653546899999999,7.2834685,6.944553
Adelie,Biscoe,41.3,21.1,195.0,4400.0,MALE,1.62598513,0.83070911,7.6771695,9.700328
Adelie,Biscoe,37.6,17.0,185.0,3600.0,FEMALE,1.48031576,0.6692916999999999,7.2834685,7.936632
Adelie,Biscoe,41.1,18.2,192.0,4050.0,MALE,1.61811111,0.7165358199999999,7.5590592,8.928711
Adelie,Biscoe,36.4,17.1,184.0,2850.0,FEMALE,1.4330716399999999,0.6732287100000001,7.2440983999999995,6.283167
Adelie,Biscoe,41.6,18.0,192.0,3950.0,MALE,1.63779616,0.7086618,7.5590592,8.708249
Adelie,Biscoe,35.5,16.2,195.0,3350.0,FEMALE,1.39763855,0.6377956199999999,7.6771695,7.385477
Adelie,Biscoe,41.1,19.1,188.0,4100.0,MALE,1.61811111,0.75196891,7.401578799999999,9.038942
Adelie,Torgersen,35.9,16.6,190.0,3050.0,FEMALE,1.4133865899999998,0.65354366,7.480319,6.7240910000000005
Adelie,Torgersen,41.8,19.4,198.0,4450.0,MALE,1.6456701799999998,0.7637799399999999,7.795279799999999,9.810559
Adelie,Torgersen,33.5,19.0,190.0,3600.0,FEMALE,1.31889835,0.7480319,7.480319,7.936632
Adelie,Torgersen,39.7,18.4,190.0,3900.0,MALE,1.56299297,0.7244098399999999,7.480319,8.598018
Adelie,Torgersen,39.6,17.2,196.0,3550.0,FEMALE,1.55905596,0.67716572,7.7165396,7.826401
Adelie,Torgersen,45.8,18.9,197.0,4150.0,MALE,1.8031505799999998,0.74409489,7.755909699999999,9.149173
Adelie,Torgersen,35.5,17.5,190.0,3700.0,FEMALE,1.39763855,0.6889767499999999,7.480319,8.157094
Adelie,Torgersen,42.8,18.5,195.0,4250.0,MALE,1.6850402799999997,0.72834685,7.6771695,9.369635
Adelie,Torgersen,40.9,16.8,191.0,3700.0,FEMALE,1.6102370899999998,0.66141768,7.5196891,8.157094
Adelie,Torgersen,37.2,19.4,184.0,3900.0,MALE,1.46456772,0.7637799399999999,7.2440983999999995,8.598018
Adelie,Torgersen,36.2,16.1,187.0,3550.0,FEMALE,1.42519762,0.63385861,7.3622087,7.826401
Adelie,Torgersen,42.1,19.1,195.0,4000.0,MALE,1.65748121,0.75196891,7.6771695,8.81848
Adelie,Torgersen,34.6,17.2,189.0,3200.0,FEMALE,1.36220546,0.67716572,7.4409488999999995,7.054784
Adelie,Torgersen,42.9,17.6,196.0,4700.0,MALE,1.68897729,0.69291376,7.7165396,10.361714
Adelie,Torgersen,36.7,18.8,187.0,3800.0,FEMALE,1.4448826700000001,0.74015788,7.3622087,8.377556
Adelie,Torgersen,35.1,19.4,193.0,4200.0,MALE,1.38189051,0.7637799399999999,7.598429299999999,9.259404
Adelie,Dream,37.3,17.8,191.0,3350.0,FEMALE,1.4685047299999998,0.70078778,7.5196891,7.385477
Adelie,Dream,41.3,20.3,194.0,3550.0,MALE,1.62598513,0.79921303,7.6377994,7.826401
Adelie,Dream,36.3,19.5,190.0,3800.0,MALE,1.4291346299999999,0.76771695,7.480319,8.377556
Adelie,Dream,36.9,18.6,189.0,3500.0,FEMALE,1.45275669,0.73228386,7.4409488999999995,7.71617
Adelie,Dream,38.3,19.2,189.0,3950.0,MALE,1.5078748299999998,0.7559059199999999,7.4409488999999995,8.708249
Adelie,Dream,38.9,18.8,190.0,3600.0,FEMALE,1.5314968899999999,0.74015788,7.480319,7.936632
Adelie,Dream,35.7,18.0,202.0,3550.0,FEMALE,1.40551257,0.7086618,7.952760199999999,7.826401
Adelie,Dream,41.1,18.1,205.0,4300.0,MALE,1.61811111,0.71259881,8.0708705,9.479866
Adelie,Dream,34.0,17.1,185.0,3400.0,FEMALE,1.3385833999999999,0.6732287100000001,7.2834685,7.4957080000000005
Adelie,Dream,39.6,18.1,186.0,4450.0,MALE,1.55905596,0.71259881,7.3228386,9.810559
Adelie,Dream,36.2,17.3,187.0,3300.0,FEMALE,1.42519762,0.68110273,7.3622087,7.275246
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE,1.6063000799999998,0.74409489,8.1889808,9.479866
Adelie,Dream,38.1,18.6,190.0,3700.0,FEMALE,1.50000081,0.73228386,7.480319,8.157094
Adelie,Dream,40.3,18.5,196.0,4350.0,MALE,1.5866150299999997,0.72834685,7.7165396,9.590097
Adelie,Dream,33.1,16.1,178.0,2900.0,FEMALE,1.30315031,0.63385861,7.007877799999999,6.393398
Adelie,Dream,43.2,18.5,192.0,4100.0,MALE,1.70078832,0.72834685,7.5590592,9.038942
Adelie,Biscoe,35.0,17.9,192.0,3725.0,FEMALE,1.3779534999999998,0.7047247899999999,7.5590592,8.2122095
Adelie,Biscoe,41.0,20.0,203.0,4725.0,MALE,1.6141740999999998,0.7874019999999999,7.9921302999999995,10.4168295
Adelie,Biscoe,37.7,16.0,183.0,3075.0,FEMALE,1.48425277,0.6299216,7.204728299999999,6.7792065
Adelie,Biscoe,37.8,20.0,190.0,4250.0,MALE,1.48818978,0.7874019999999999,7.480319,9.369635
Adelie,Biscoe,37.9,18.6,193.0,2925.0,FEMALE,1.49212679,0.73228386,7.598429299999999,6.4485135
Adelie,Biscoe,39.7,18.9,184.0,3550.0,MALE,1.56299297,0.74409489,7.2440983999999995,7.826401
Adelie,Biscoe,38.6,17.2,199.0,3750.0,FEMALE,1.51968586,0.67716572,7.8346499,8.267325
Adelie,Biscoe,38.2,20.0,190.0,3900.0,MALE,1.50393782,0.7874019999999999,7.480319,8.598018
Adelie,Biscoe,38.1,17.0,181.0,3175.0,FEMALE,1.50000081,0.6692916999999999,7.1259881,6.9996685
Adelie,Biscoe,43.2,19.0,197.0,4775.0,MALE,1.70078832,0.7480319,7.755909699999999,10.5270605
Adelie,Biscoe,38.1,16.5,198.0,3825.0,FEMALE,1.50000081,0.64960665,7.795279799999999,8.4326715
Adelie,Biscoe,45.6,20.3,191.0,4600.0,MALE,1.79527656,0.79921303,7.5196891,10.141252
Adelie,Biscoe,39.7,17.7,193.0,3200.0,FEMALE,1.56299297,0.69685077,7.598429299999999,7.054784
Adelie,Biscoe,42.2,19.5,197.0,4275.0,MALE,1.66141822,0.76771695,7.755909699999999,9.4247505
Adelie,Biscoe,39.6,20.7,191.0,3900.0,FEMALE,1.55905596,0.81496107,7.5196891,8.598018
Adelie,Biscoe,42.7,18.3,196.0,4075.0,MALE,1.68110327,0.72047283,7.7165396,8.9838265
Adelie,Torgersen,38.6,17.0,188.0,2900.0,FEMALE,1.51968586,0.6692916999999999,7.401578799999999,6.393398
Adelie,Torgersen,37.3,20.5,199.0,3775.0,MALE,1.4685047299999998,0.8070870499999999,7.8346499,8.3224405
Adelie,Torgersen,35.7,17.0,189.0,3350.0,FEMALE,1.40551257,0.6692916999999999,7.4409488999999995,7.385477
Adelie,Torgersen,41.1,18.6,189.0,3325.0,MALE,1.61811111,0.73228386,7.4409488999999995,7.3303615
Adelie,Torgersen,36.2,17.2,187.0,3150.0,FEMALE,1.42519762,0.67716572,7.3622087,6.944553
Adelie,Torgersen,37.7,19.8,198.0,3500.0,MALE,1.48425277,0.77952798,7.795279799999999,7.71617
Adelie,Torgersen,40.2,17.0,176.0,3450.0,FEMALE,1.5826780200000001,0.6692916999999999,6.9291376,7.605939
Adelie,Torgersen,41.4,18.5,202.0,3875.0,MALE,1.62992214,0.72834685,7.952760199999999,8.5429025
Adelie,Torgersen,35.2,15.9,186.0,3050.0,FEMALE,1.38582752,0.62598459,7.3228386,6.7240910000000005
Adelie,Torgersen,40.6,19.0,199.0,4000.0,MALE,1.59842606,0.7480319,7.8346499,8.81848
Adelie,Torgersen,38.8,17.6,191.0,3275.0,FEMALE,1.5275598799999999,0.69291376,7.5196891,7.2201305
Adelie,Torgersen,41.5,18.3,195.0,4300.0,MALE,1.63385915,0.72047283,7.6771695,9.479866
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE,1.5354339,0.6732287100000001,7.5196891,6.7240910000000005
Adelie,Torgersen,44.1,18.0,210.0,4000.0,MALE,1.73622141,0.7086618,8.267721,8.81848
Adelie,Torgersen,38.5,17.9,190.0,3325.0,FEMALE,1.51574885,0.7047247899999999,7.480319,7.3303615
Adelie,Torgersen,43.1,19.2,197.0,3500.0,MALE,1.69685131,0.7559059199999999,7.755909699999999,7.71617
Adelie,Dream,36.8,18.5,193.0,3500.0,FEMALE,1.4488196799999997,0.72834685,7.598429299999999,7.71617
Adelie,Dream,37.5,18.5,199.0,4475.0,MALE,1.4763787499999999,0.72834685,7.8346499,9.8656745
Adelie,Dream,38.1,17.6,187.0,3425.0,FEMALE,1.50000081,0.69291376,7.3622087,7.5508235
Adelie,Dream,41.1,17.5,190.0,3900.0,MALE,1.61811111,0.6889767499999999,7.480319,8.598018
Adelie,Dream,35.6,17.5,191.0,3175.0,FEMALE,1.40157556,0.6889767499999999,7.5196891,6.9996685
Adelie,Dream,40.2,20.1,200.0,3975.0,MALE,1.5826780200000001,0.7913390100000001,7.87402,8.7633645
Adelie,Dream,37.0,16.5,185.0,3400.0,FEMALE,1.4566937,0.64960665,7.2834685,7.4957080000000005
Adelie,Dream,39.7,17.9,193.0,4250.0,MALE,1.56299297,0.7047247899999999,7.598429299999999,9.369635
Adelie,Dream,40.2,17.1,193.0,3400.0,FEMALE,1.5826780200000001,0.6732287100000001,7.598429299999999,7.4957080000000005
Adelie,Dream,40.6,17.2,187.0,3475.0,MALE,1.59842606,0.67716572,7.3622087,7.6610545
Adelie,Dream,32.1,15.5,188.0,3050.0,FEMALE,1.26378021,0.61023655,7.401578799999999,6.7240910000000005
Adelie,Dream,40.7,17.0,190.0,3725.0,MALE,1.60236307,0.6692916999999999,7.480319,8.2122095
Adelie,Dream,37.3,16.8,192.0,3000.0,FEMALE,1.4685047299999998,0.66141768,7.5590592,6.61386
Adelie,Dream,39.0,18.7,185.0,3650.0,MALE,1.5354339,0.7362208699999999,7.2834685,8.046863
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE,1.54330792,0.73228386,7.480319,9.369635
Adelie,Dream,36.6,18.4,184.0,3475.0,FEMALE,1.44094566,0.7244098399999999,7.2440983999999995,7.6610545
Adelie,Dream,36.0,17.8,195.0,3450.0,FEMALE,1.4173236,0.70078778,7.6771695,7.605939
Adelie,Dream,37.8,18.1,193.0,3750.0,MALE,1.48818978,0.71259881,7.598429299999999,8.267325
Adelie,Dream,36.0,17.1,187.0,3700.0,FEMALE,1.4173236,0.6732287100000001,7.3622087,8.157094
Adelie,Dream,41.5,18.5,201.0,4000.0,MALE,1.63385915,0.72834685,7.9133901,8.81848
Chinstrap,Dream,46.5,17.9,192.0,3500.0,FEMALE,1.83070965,0.7047247899999999,7.5590592,7.71617
Chinstrap,Dream,50.0,19.5,196.0,3900.0,MALE,1.968505,0.76771695,7.7165396,8.598018
Chinstrap,Dream,51.3,19.2,193.0,3650.0,MALE,2.0196861299999997,0.7559059199999999,7.598429299999999,8.046863
Chinstrap,Dream,45.4,18.7,188.0,3525.0,FEMALE,1.7874025399999998,0.7362208699999999,7.401578799999999,7.7712855
Chinstrap,Dream,52.7,19.8,197.0,3725.0,MALE,2.07480427,0.77952798,7.755909699999999,8.2122095
Chinstrap,Dream,45.2,17.8,198.0,3950.0,FEMALE,1.77952852,0.70078778,7.795279799999999,8.708249
Chinstrap,Dream,46.1,18.2,178.0,3250.0,FEMALE,1.81496161,0.7165358199999999,7.007877799999999,7.165015
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE,2.0196861299999997,0.7165358199999999,7.755909699999999,8.267325
Chinstrap,Dream,46.0,18.9,195.0,4150.0,FEMALE,1.8110245999999999,0.74409489,7.6771695,9.149173
Chinstrap,Dream,51.3,19.9,198.0,3700.0,MALE,2.0196861299999997,0.7834649899999999,7.795279799999999,8.157094
Chinstrap,Dream,46.6,17.8,193.0,3800.0,FEMALE,1.83464666,0.70078778,7.598429299999999,8.377556
Chinstrap,Dream,51.7,20.3,194.0,3775.0,MALE,2.03543417,0.79921303,7.6377994,8.3224405
Chinstrap,Dream,47.0,17.3,185.0,3700.0,FEMALE,1.8503946999999998,0.68110273,7.2834685,8.157094
Chinstrap,Dream,52.0,18.1,201.0,4050.0,MALE,2.0472452,0.71259881,7.9133901,8.928711
Chinstrap,Dream,45.9,17.1,190.0,3575.0,FEMALE,1.8070875899999999,0.6732287100000001,7.480319,7.8815165
Chinstrap,Dream,50.5,19.6,201.0,4050.0,MALE,1.9881900499999998,0.77165396,7.9133901,8.928711
Chinstrap,Dream,50.3,20.0,197.0,3300.0,MALE,1.9803160299999998,0.7874019999999999,7.755909699999999,7.275246
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE,2.2834658,0.70078778,7.1259881,8.157094
Chinstrap,Dream,46.4,18.6,190.0,3450.0,FEMALE,1.82677264,0.73228386,7.480319,7.605939
Chinstrap,Dream,49.2,18.2,195.0,4400.0,MALE,1.93700892,0.7165358199999999,7.6771695,9.700328
Chinstrap,Dream,42.4,17.3,181.0,3600.0,FEMALE,1.6692922399999999,0.68110273,7.1259881,7.936632
Chinstrap,Dream,48.5,17.5,191.0,3400.0,MALE,1.90944985,0.6889767499999999,7.5196891,7.4957080000000005
Chinstrap,Dream,43.2,16.6,187.0,2900.0,FEMALE,1.70078832,0.65354366,7.3622087,6.393398
Chinstrap,Dream,50.6,19.4,193.0,3800.0,MALE,1.99212706,0.7637799399999999,7.598429299999999,8.377556
Chinstrap,Dream,46.7,17.9,195.0,3300.0,FEMALE,1.83858367,0.7047247899999999,7.6771695,7.275246
Chinstrap,Dream,52.0,19.0,197.0,4150.0,MALE,2.0472452,0.7480319,7.755909699999999,9.149173
Chinstrap,Dream,50.5,18.4,200.0,3400.0,FEMALE,1.9881900499999998,0.7244098399999999,7.87402,7.4957080000000005
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE,1.9488199499999999,0.7480319,7.87402,8.377556
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE,1.82677264,0.70078778,7.5196891,8.157094
Chinstrap,Dream,52.8,20.0,205.0,4550.0,MALE,2.0787412799999996,0.7874019999999999,8.0708705,10.031021
Chinstrap,Dream,40.9,16.6,187.0,3200.0,FEMALE,1.6102370899999998,0.65354366,7.3622087,7.054784
Chinstrap,Dream,54.2,20.8,201.0,4300.0,MALE,2.13385942,0.81889808,7.9133901,9.479866
Chinstrap,Dream,42.5,16.7,187.0,3350.0,FEMALE,1.67322925,0.65748067,7.3622087,7.385477
Chinstrap,Dream,51.0,18.8,203.0,4100.0,MALE,2.0078750999999997,0.74015788,7.9921302999999995,9.038942
Chinstrap,Dream,49.7,18.6,195.0,3600.0,MALE,1.9566939700000001,0.73228386,7.6771695,7.936632
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE,1.87007975,0.66141768,7.8346499,8.598018
Chinstrap,Dream,47.6,18.3,195.0,3850.0,FEMALE,1.87401676,0.72047283,7.6771695,8.487787
Chinstrap,Dream,52.0,20.7,210.0,4800.0,MALE,2.0472452,0.81496107,8.267721,10.582176
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE,1.8464576899999998,0.65354366,7.5590592,5.9524740000000005
Chinstrap,Dream,53.5,19.9,205.0,4500.0,MALE,2.1063003499999997,0.7834649899999999,8.0708705,9.92079
Chinstrap,Dream,49.0,19.5,210.0,3950.0,MALE,1.9291349,0.76771695,8.267721,8.708249
Chinstrap,Dream,46.2,17.5,187.0,3650.0,FEMALE,1.8188986200000001,0.6889767499999999,7.3622087,8.046863
Chinstrap,Dream,50.9,19.1,196.0,3550.0,MALE,2.0039380899999997,0.75196891,7.7165396,7.826401
Chinstrap,Dream,45.5,17.0,196.0,3500.0,FEMALE,1.79133955,0.6692916999999999,7.7165396,7.71617
Chinstrap,Dream,50.9,17.9,196.0,3675.0,FEMALE,2.0039380899999997,0.7047247899999999,7.7165396,8.1019785
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE,2.0000010799999997,0.72834685,7.9133901,9.810559
Chinstrap,Dream,50.1,17.9,190.0,3400.0,FEMALE,1.97244201,0.7047247899999999,7.480319,7.4957080000000005
Chinstrap,Dream,49.0,19.6,212.0,4300.0,MALE,1.9291349,0.77165396,8.3464612,9.479866
Chinstrap,Dream,51.5,18.7,187.0,3250.0,MALE,2.02756015,0.7362208699999999,7.3622087,7.165015
Chinstrap,Dream,49.8,17.3,198.0,3675.0,FEMALE,1.9606309799999997,0.68110273,7.795279799999999,8.1019785
Chinstrap,Dream,48.1,16.4,199.0,3325.0,FEMALE,1.89370181,0.6456696399999999,7.8346499,7.3303615
Chinstrap,Dream,51.4,19.0,201.0,3950.0,MALE,2.0236231399999998,0.7480319,7.9133901,8.708249
Chinstrap,Dream,45.7,17.3,193.0,3600.0,FEMALE,1.79921357,0.68110273,7.598429299999999,7.936632
Chinstrap,Dream,50.7,19.7,203.0,4050.0,MALE,1.99606407,0.77559097,7.9921302999999995,8.928711
Chinstrap,Dream,42.5,17.3,187.0,3350.0,FEMALE,1.67322925,0.68110273,7.3622087,7.385477
Chinstrap,Dream,52.2,18.8,197.0,3450.0,MALE,2.05511922,0.74015788,7.755909699999999,7.605939
Chinstrap,Dream,45.2,16.6,191.0,3250.0,FEMALE,1.77952852,0.65354366,7.5196891,7.165015
Chinstrap,Dream,49.3,19.9,203.0,4050.0,MALE,1.9409459299999998,0.7834649899999999,7.9921302999999995,8.928711
Chinstrap,Dream,50.2,18.8,202.0,3800.0,MALE,1.97637902,0.74015788,7.952760199999999,8.377556
Chinstrap,Dream,45.6,19.4,194.0,3525.0,FEMALE,1.79527656,0.7637799399999999,7.6377994,7.7712855
Chinstrap,Dream,51.9,19.5,206.0,3950.0,MALE,2.04330819,0.76771695,8.1102406,8.708249
Chinstrap,Dream,46.8,16.5,189.0,3650.0,FEMALE,1.8425206799999998,0.64960665,7.4409488999999995,8.046863
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE,1.79921357,0.6692916999999999,7.6771695,8.046863
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE,2.1968515799999997,0.77952798,8.1496107,8.81848
Chinstrap,Dream,43.5,18.1,202.0,3400.0,FEMALE,1.7125993499999999,0.71259881,7.952760199999999,7.4957080000000005
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE,1.9527569599999999,0.7165358199999999,7.598429299999999,8.3224405
Chinstrap,Dream,50.8,19.0,210.0,4100.0,MALE,2.0000010799999997,0.7480319,8.267721,9.038942
Chinstrap,Dream,50.2,18.7,198.0,3775.0,FEMALE,1.97637902,0.7362208699999999,7.795279799999999,8.3224405
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,FEMALE,1.81496161,0.5196853199999999,8.3070911,9.92079
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,MALE,1.968505,0.64173263,9.055123,12.566334
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE,1.91732387,0.55511841,8.267721,9.810559
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE,1.968505,0.5984255199999999,8.5826818,12.566334
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE,1.87401676,0.57086645,8.4645715,11.904948000000001
Gentoo,Biscoe,46.5,13.5,210.0,4550.0,FEMALE,1.83070965,0.53149635,8.267721,10.031021
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,FEMALE,1.7874025399999998,0.5748034599999999,8.3070911,10.582176
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,MALE,1.83858367,0.60236253,8.622051899999999,11.464024
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,FEMALE,1.7047253299999998,0.52755934,8.228350899999999,9.700328
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,MALE,1.8425206799999998,0.60629954,8.4645715,11.353793
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,FEMALE,1.6102370899999998,0.53937037,8.425201399999999,10.251483
Gentoo,Biscoe,49.0,16.1,216.0,5550.0,MALE,1.9291349,0.63385861,8.5039416,12.235641
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,FEMALE,1.79133955,0.53937037,8.425201399999999,10.251483
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE,1.9055128399999999,0.5748034599999999,8.3858313,12.897027
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,FEMALE,1.8031505799999998,0.5748034599999999,8.267721,9.259404
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,MALE,1.9409459299999998,0.6181105699999999,8.5433117,12.897027
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,FEMALE,1.6535442,0.53149635,8.267721,9.149173
